fn,gain_r,gain_g,gain_b
ISIC_0000000,1.2659247109452276,1.045738752626521,0.8914654551522392
ISIC_0000001,1.0016831419663297,1.014477402802173,0.9853382936967461
ISIC_0000002,1.3051433359245683,1.114329448081921,0.8719490629862785
ISIC_0000003,0.9941929704660074,1.0049903614449587,1.001026292434874
ISIC_0000004,0.94874750023681,1.0959599281161714,0.9916275701596992
ISIC_0000006,1.1503247879278677,1.0406239963923944,0.9082921726311154
ISIC_0000007,1.2759219846037364,1.0631574001328576,0.8853966494707358
ISIC_0000008,0.9851332399024193,1.0240756401098838,0.9936453789301445
ISIC_0000009,0.9931624634287052,1.0186044411226358,0.9899189697718559
ISIC_0000010,1.0044262192763507,1.00892834221839,0.987547038914011
ISIC_0000011,0.9947744937825248,1.0183544076490816,0.988563748858837
ISIC_0000012,0.9673540212685411,1.0555396957874574,0.9908631122052368
ISIC_0000013,0.9936865383803345,1.012145863136651,0.9949017772420135
ISIC_0000014,0.9996599874221369,1.03111096811162,0.9747460510007913
ISIC_0000015,0.9980442827293993,1.0526985627323793,0.9630597797477286
ISIC_0000016,1.2926442589476523,1.0745348197638929,0.8811835365527678
ISIC_0000017_downsampled,0.967903706493357,1.0180832250591592,1.0204269379866402
ISIC_0000018_downsampled,0.9761784256272745,1.0261629425359835,1.0020303352258197
ISIC_0000019_downsampled,0.9714825564138342,1.027279426047808,1.0069055596775647
ISIC_0000020_downsampled,0.9079149635879402,1.1105987843431597,1.065940652159296
ISIC_0000021_downsampled,0.9186406154681392,1.071825926156968,1.067293782230675
ISIC_0000022_downsampled,0.9557590852512835,1.035936096637686,1.021732827894679
ISIC_0000023_downsampled,0.96329955175909,1.0322160514605032,1.0136741530245754
ISIC_0000024_downsampled,0.9686412140728073,1.0282373729002505,1.0097929657230658
ISIC_0000025_downsampled,0.8753938243634685,1.2409861858536952,1.1209565988999985
ISIC_0000026_downsampled,0.9458882831388743,1.074640408356855,1.0077925814734499
ISIC_0000027_downsampled,0.9601059037134216,1.0245639879110484,1.0256924484972405
ISIC_0000028_downsampled,0.9858660530764181,1.0124500415708868,1.002965866966873
ISIC_0000029_downsampled,0.9765728319073403,1.0108321060344658,1.0158891736279017
ISIC_0000030_downsampled,0.9496060412084878,1.0874701135529492,0.9948287393929153
ISIC_0000031_downsampled,0.9482984673461441,1.0560468815945274,1.0169685222104665
ISIC_0000032_downsampled,0.9552303675639062,1.0388879628172238,1.0199357325062262
ISIC_0000034_downsampled,1.1628328344704886,1.0629268808002639,0.8983799807286135
ISIC_0000035_downsampled,1.3100021444319199,1.1086628125591826,0.8727026070703247
ISIC_0000036_downsampled,1.2649605352618027,1.0907964882652172,0.8793912185206316
ISIC_0000037_downsampled,1.295445722112281,1.073915060879136,0.8811482463423252
