fn,gain_r,gain_g,gain_b
ISIC_0024306,0.8443814132609323,1.4367634758000585,1.4100789144548427
ISIC_0024307,0.8475453358016541,1.415010186677063,1.333877585423251
ISIC_0024308,0.8615145632195498,1.2533761872245557,1.2247798003658479
ISIC_0024309,0.8470932194763064,1.4299331050790267,1.3351983402621919
ISIC_0024310,0.8654355605356981,1.2330223473816677,1.199724572352072
ISIC_0024311,0.8554931845584098,1.325282791326484,1.2481430408538132
ISIC_0024312,0.9323020068136622,1.176421775987194,0.9842560508345853
ISIC_0024313,0.9406745386095177,1.0889895669782488,1.007337844131796
ISIC_0024314,0.9811091665890805,1.106400977810787,0.9531518419220655
ISIC_0024315,0.9603852165961119,1.127752796442272,0.9648548446077406
ISIC_0024316,0.8427831365122052,1.427769168877964,1.4902178045209011
ISIC_0024317,0.9653082512657388,1.058997548757125,0.991105644033729
ISIC_0024318,0.8653821177975347,1.1813027804187808,1.2590407488841522
ISIC_0024319,0.8876702428434514,1.0756495306022598,1.2153288269644065
ISIC_0024320,0.8410157289068567,1.4762845236678301,1.531896726531166
ISIC_0024321,0.8425152490669181,1.469060039033653,1.4569822188751673
ISIC_0024322,0.8551620323881287,1.3724169781901592,1.2267011741045561
ISIC_0024323,0.874896009402395,1.1564124459970513,1.190034278099302
ISIC_0024324,0.9649188370807538,1.1147422939803189,0.964795209089614
ISIC_0024325,0.8442309165120403,1.4264922795868642,1.4253321012035736
ISIC_0024326,0.840956095779781,1.4766689706497522,1.535394203158368
ISIC_0024327,0.8610757094231801,1.2700448162957902,1.2165905236980477
ISIC_0024328,0.8801943859174504,1.103397160998409,1.225344081575964
ISIC_0024329,0.9051749951893322,1.0797301365339012,1.104491835333337
ISIC_0024330,0.9523067669471691,1.1633459873962093,0.9627407062063514
ISIC_0024331,0.8825499248748827,1.1382062066797847,1.1538013809458276
ISIC_0024332,0.8961379172781295,1.146196464935899,1.080583036447759
ISIC_0024333,0.9576886701232753,1.0668072150556986,0.9958191234208088
ISIC_0024334,0.8552453798837322,1.3049986599046968,1.2666302234690905
ISIC_0024335,0.8534725506401238,1.277358287707272,1.3278964432040692
ISIC_0024336,0.9467848052757745,1.0716722353855956,1.0083126821343504
ISIC_0024337,0.8597016879474623,1.2342136573197084,1.2683849875473348
ISIC_0024338,0.8958633961820235,1.1182548022875465,1.1033750491758891
ISIC_0024339,0.859300455406003,1.2752764531938994,1.2336800610665017
ISIC_0024340,0.9691085836529371,1.0551140577897316,0.9890855740080409
ISIC_0024341,0.8582735351541944,1.3351875349958526,1.2080438465304277
ISIC_0024342,0.862757205289046,1.2791640402653912,1.1929353707671764
ISIC_0024343,0.9139546842755718,1.0537797416627193,1.1034528954932101
ISIC_0024344,0.9085620989772665,1.1435315657914162,1.043389759762693
ISIC_0024345,0.8721240669694651,1.1712222941486956,1.1970047132453872
ISIC_0024346,0.8541149156166989,1.3272239331149298,1.2673736670237277
ISIC_0024347,0.8703197979583425,1.2203900220660158,1.1668239570506564
ISIC_0024348,0.8414757038167641,1.444134044288944,1.5468724263163898
ISIC_0024349,0.8941412835946705,1.2784057881535236,1.0348847002865238
ISIC_0024350,0.8543399922091329,1.346621031888997,1.2512072791296875
ISIC_0024351,0.8867702378498015,1.1859214765634083,1.0937809935393712
ISIC_0024352,0.9307533307896804,1.1134442212209028,1.0108903418271844
ISIC_0024353,0.8518167792318864,1.3302436026363638,1.3056996777476335
ISIC_0024354,0.8603644468693975,1.2888204650830588,1.211479555369377
ISIC_0024355,0.8823402428391078,1.172978381622449,1.1236613040635246
ISIC_0024356,0.9190072147709607,1.0459733664528104,1.09615316896535
ISIC_0024357,0.8584539779625663,1.2645390260140135,1.2542807021796896
ISIC_0024358,0.9107241624020296,1.0971925206100872,1.0679059856266218
ISIC_0024359,0.8398735459874331,1.5200685318431642,1.5585211673001265
ISIC_0024360,0.9193779062755987,1.1173912308187859,1.0314749254085551
ISIC_0024361,0.884282190803051,1.1134725135482237,1.1730477878565226
ISIC_0024362,0.8425836901334878,1.4730290026511523,1.450217504896626
ISIC_0024363,1.038581124102061,1.1028942833630635,0.9201542177595149
ISIC_0024364,0.846677939258594,1.39043336732969,1.3763455668395252
ISIC_0024365,0.8399502871974412,1.4952111340715428,1.5856679120737138
ISIC_0024366,0.9404966485589012,1.0925870456908364,1.0055752693573672
ISIC_0024367,0.9219676287528673,1.1072990841078032,1.031688591588273
ISIC_0024368,0.8498767173730087,1.3670595996563872,1.3154284728348833
ISIC_0024369,0.8581393643274745,1.2473107268886652,1.2772391928780462
ISIC_0024370,0.8668185837568535,1.2756751718418413,1.15993710963843
ISIC_0024371,0.8973366368067307,1.0738049865858021,1.150028321600957
ISIC_0024372,0.9089401182746147,1.134420244659897,1.0473820015394488
ISIC_0024373,0.8484188615337878,1.3653967081187866,1.3510639053500462
ISIC_0024374,0.8723034710023981,1.175206631155399,1.190885315432017
ISIC_0024375,0.872180998197101,1.2080695367182284,1.1618419314135975
ISIC_0024376,0.8455958753068393,1.4411199098567857,1.3674367616105405
ISIC_0024377,0.9497788316823674,1.0384974950100638,1.0293781996129407
ISIC_0024378,0.9362202793905049,1.1258596812085937,0.9960603662225002
ISIC_0024379,0.9608989571564828,1.1457491754988427,0.9587477616720761
ISIC_0024380,0.94498662017497,1.1057051367073796,0.9921341509417733
ISIC_0024381,0.9516485415115776,1.0847921090507708,0.9934759346173881
ISIC_0024382,0.8761383645783276,1.2472922213785962,1.1138849521017358
ISIC_0024383,0.878737995139074,1.224059240883681,1.1113388807184907
ISIC_0024384,0.8461439095748109,1.382514098095513,1.4014512954628313
ISIC_0024385,0.8566839037250454,1.3139049355478263,1.2393953327689828
ISIC_0024386,0.8789840814032183,1.302003864654558,1.0810642394672874
ISIC_0024387,0.8929714446473016,1.0920672686404538,1.1474318151890934
ISIC_0024388,0.8388272614955201,1.604543888060284,1.5545575997819965
ISIC_0024389,0.861351669563564,1.4318924117994192,1.1486507469369949
ISIC_0024390,0.8448675543063021,1.371051290364982,1.4681436821774474
ISIC_0024391,0.8381112029935854,1.6560976783882537,1.5721206745231193
ISIC_0024392,0.8635522297433005,1.2396444494050656,1.2135723946291714
ISIC_0024393,0.8505406286037034,1.3401709023383808,1.323538925784127
ISIC_0024394,0.8865543717148932,1.1621754908789272,1.110007956806773
ISIC_0024395,0.8627815901135029,1.3229147881676013,1.1703712681651448
ISIC_0024396,0.8974693123894621,1.1292363225292956,1.0876641794939044
ISIC_0024397,0.8469354440923956,1.4251987910648187,1.3421020928624778
ISIC_0024398,0.8549310453482154,1.3490279716303373,1.2415245790915475
ISIC_0024399,0.8410023549528504,1.463751033199551,1.5502629029212813
ISIC_0024400,0.9136021374574895,1.194830277428665,1.0109772619884296
ISIC_0024401,0.8556668612486532,1.3501746391378746,1.2312009186897035
ISIC_0024402,0.980943922189758,1.096650931505329,0.9568794782455439
ISIC_0024403,0.9174016167019445,1.0917587570783982,1.053359716654585
ISIC_0024404,0.8556591281743662,1.355191059234968,1.2287211231294566
ISIC_0024405,0.8699413849782724,1.2807857501314253,1.1355533665765445
ISIC_0024406,0.892181044664653,1.0743970398164422,1.181810658157067
ISIC_0024407,0.8578376546832787,1.2685724684155748,1.2593676715675737
ISIC_0024408,0.9007961097024793,1.1432121611410593,1.0663042404268486
ISIC_0024409,0.9140777795778018,1.1220592711741986,1.0412661913096715
ISIC_0024410,0.9588098204178509,1.1018863266490904,0.976379251327064
ISIC_0024411,0.9128627730210009,1.1683952547953935,1.0217577624483547
ISIC_0024412,0.9361647110875181,1.0520808247848403,1.042938205803199
ISIC_0024413,0.8532726239329751,1.3890237701626564,1.2440685831150862
ISIC_0024414,0.8548605209385822,1.3532639403298652,1.2401478378836837
ISIC_0024415,0.8375968521279564,1.5952521493137704,1.6870021588538657
ISIC_0024416,0.9473198935464642,1.028443984529669,1.0442402431798685
ISIC_0024417,0.8474354262395936,1.4360319993780828,1.3235818135093635
ISIC_0024418,0.932464634466422,1.080183285731283,1.0276171730883221
ISIC_0024419,0.8492574653934274,1.3856440161318897,1.3150980960399128
ISIC_0024420,0.9472914066538282,1.0858728493563774,0.9989827814604022
ISIC_0024421,0.8497449438602126,1.3151186831460009,1.3711823168919621
ISIC_0024422,0.9092288904961824,1.1005936295688548,1.069716726128626
ISIC_0024423,0.8510320732831154,1.3425357231391846,1.310977028090373
ISIC_0024424,0.8638907057778068,1.1556762426996035,1.3376935205760374
ISIC_0024425,0.8965809836194633,1.103370757243808,1.114915953414395
ISIC_0024426,0.9185965773474992,1.0732306249082502,1.0660671689533336
ISIC_0024427,0.8562387308875075,1.3712102578855527,1.2143061369793435
ISIC_0024428,0.8538380788285371,1.3100005028150303,1.2857133916068249
ISIC_0024429,0.8668051890862554,1.286366933477235,1.1547845204620624
ISIC_0024430,0.8663863511218619,1.2363468457159426,1.1880922854641813
ISIC_0024431,0.9319146902715578,1.2094960271470387,0.9764230989568912
ISIC_0024432,0.927417088349955,1.0639978424139742,1.0516644924859284
ISIC_0024433,0.8654019707536824,1.2152838744794852,1.21623359691486
ISIC_0024434,0.8582107230359547,1.269301222744458,1.2533051931030097
ISIC_0024435,0.8777060568916576,1.1906474773091258,1.137461959569587
ISIC_0024436,0.9984259265077876,1.0488977671928212,0.9648388433991013
ISIC_0024437,0.9540287516960674,1.119376400146819,0.9748111906931233
ISIC_0024438,0.8465663477285258,1.4068188616021056,1.3653600310355436
ISIC_0024439,0.8848055630801362,1.0817324767459173,1.227878043675134
ISIC_0024440,0.8430870823732369,1.4463093691778135,1.4533154651350777
ISIC_0024441,0.9359360879947558,1.0919901707210555,1.0135358860746397
ISIC_0024442,0.8531891770834569,1.3493198026394846,1.2669876963611328
ISIC_0024443,0.9380804173092082,1.0651529523014163,1.0278967240892753
ISIC_0024444,0.8704838108953359,1.3195315493637922,1.117996851556465
ISIC_0024445,0.95120702598989,1.0368607767853741,1.0284329372098113
ISIC_0024446,0.9837511074899659,1.0816085505023012,0.9606765910059479
ISIC_0024447,0.9288569997555871,1.0472072225872744,1.0651646050725265
ISIC_0024448,0.9180467377637342,1.1157326569023227,1.0354745651272763
ISIC_0024449,0.8773078400142549,1.2394247677067705,1.1113006746766103
ISIC_0024450,0.8876106840243657,1.1402436347751617,1.1224129974638453
ISIC_0024451,0.8530148613828995,1.3761570289135034,1.2541063528242773
ISIC_0024452,0.8843683155160548,1.078281907813628,1.2411821734549575
ISIC_0024453,0.9191983429675157,1.0701719339938247,1.0673179387625646
ISIC_0024454,0.8973548236101313,1.1275582906279737,1.0894110121432052
ISIC_0024455,0.860346214869496,1.303362171273633,1.2028318799818236
ISIC_0024456,0.8449245323745755,1.4924176486420857,1.3557738925944696
ISIC_0024457,0.9057881866140824,1.1254493300280863,1.061948043286996
ISIC_0024458,0.8839358436517106,1.1087032900557874,1.1828062555972552
ISIC_0024459,0.8868967622160636,1.1311751147115825,1.134942054327269
ISIC_0024460,0.8385976701550943,1.6403250723495855,1.5454428150943411
ISIC_0024461,0.8833960731081216,1.1700043174077017,1.120208359072757
